Date,ADN,AEE,AEP,AES,AGR,ALCE,ALE,AMPS,AQN,ARIS,ARTNA,ATO,AVA,AWK,AWR,AY,BEP,BEPC,BIP,BIPC,BKH,BNRG,CDZI,CEG,CEPU,CIG,CMS,CNP,CPK,CREG,CWCO,CWEN,CWT,D,DTE,DUK,EBR,ED,EDN,EE,EIX,ELLO,ELP,ELPC,ENIC,ENLT,ES,ETR,EVRG,EXC,FE,FLNC,FTS,GNE,GWRS,HE,HTOO,IDA,KEN,KEP,LNT,MGEE,MNTK,MSEX,NEE,NEP,NFE,NGG,NI,NJR,NRG,NRGV,NWE,NWN,OGE,OGS,OPAL,ORA,OTTR,PAM,PCG,PCYO,PEG,PNM,PNW,POR,PPL,RGCO,RNW,SBS,SJW,SMR,SO,SPH,SR,SRE,SWX,TAC,UGI,UTL,VGAS,VIA,VST,WAVE,WEC,WTRG,XEL,YORW
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-28,,1.026935401388437,0.9475177737837988,1.1914590422679991,,,0.959149174030883,,,,0.9381905453073989,0.9953068207749234,1.0322580471060059,,1.0481695554238746,,,,,,1.064115467899048,,1.171874982537702,,,1.1591929351630543,1.1528965480702134,1.0648888481987848,1.0301526694216934,1.2823529411764707,1.0088815941168332,,1.0536044894498822,1.038195468878436,1.0093586426203136,1.0074654618553607,,0.9744700487997789,,,1.0003079248893538,0.806451637712652,1.2214765759335475,,,,0.9983956852715768,0.9942463475863205,0.9862661070685688,1.0250847161819057,1.0372234260415463,,,,,0.914462393716587,,0.9544403754901237,,1.013758115467789,0.9727272727272728,0.9972152232549931,,0.9813698546527183,1.0353601135967478,,,,0.9886462541456795,1.0125427636476665,1.1002856663295202,,,1.0730485857586063,0.9923518600952829,,,0.9761006811394045,1.0112000274658204,,1.0051428658621653,0.961842109803678,1.034123208285508,1.0400317180819223,1.0011990224495388,,1.0100000075845545,1.0132225312866985,,1.144806933524155,1.0406239977576723,,0.9511400206244424,1.0154683734714303,1.0356435627359715,1.0746909910833249,0.9885691404834771,0.9476439656599848,1.0739140832151883,0.9849042765200466,,,,,1.0157987393418944,1.0228880509531153,0.9741615609178719,1.013749325972642
2005-03-31,,0.9522051128652311,1.0197604735706594,0.978494586901209,,,1.0546874534338717,,,,0.9591461283576875,0.9793253644855416,0.9594298366006613,,0.930147004684364,,,,,,1.0432176308805152,,1.0266666412353516,,,0.8827853840251354,1.0741350570904467,1.0041736387850921,0.9855501914468454,0.8275229357798165,1.0857515211680562,,0.9757309411538344,1.0333194719776773,1.0284938308996598,1.0377918119794602,,0.9866666738052814,,,1.0689655698902933,1.3800000190734862,0.857142819714509,,,,1.0321371386726224,1.0222801049527375,0.9416884169155433,1.0116843440825274,1.017216271958674,,,,,0.9586776729229658,,0.9813213763047789,,0.9599999700273786,1.0011215209960938,0.9257191026694199,,1.0134003223429866,1.0119723326516075,,,,1.0066254288164667,0.9804054082354287,0.8867827321296878,,,0.9928629663998787,1.0385356443390996,,,1.0090205789638624,0.9905063384256573,,0.9693006872744173,0.8919288689415996,0.9970669138469317,1.0167683131819962,1.0182035526115738,,0.989915621456239,0.9731543867580501,,0.8152318385216054,0.9937765936208762,,0.9909713879880975,0.9715091081948196,0.930529048561839,0.9960000038146972,0.9633173812164032,1.0538674524381264,1.0149720684249266,0.9644859527873102,,,,,1.0224654018396684,0.9910496360058998,0.9695260141589427,0.9937402249313306
2005-04-30,,1.0548868094987132,1.034057539654762,0.9816850273241097,,,0.995698917282229,,,,1.140828862298721,0.9740740458170573,0.9594286237444196,,1.0039525843670083,,,,,,1.0365890261759523,,1.0389610646968956,,,1.2129710105145757,0.9907975547614933,0.9842061858187279,1.0199247658532398,0.5720620842572062,1.0147147654562545,,0.995205278617518,1.0130323957641536,1.0103342523233785,1.042127822401216,,1.0260786739251426,,,1.0455068537098808,0.9420289724871184,1.1132479122326158,,,,0.9501815791896094,1.0373620047102277,1.0582255205369626,1.0786664052972526,1.0374254986000198,,,,,0.9913792626662671,,0.9510045380374184,,1.1011905247628568,0.983569808708891,1.0051281785727078,,0.9559229061226102,1.0166873759273325,,,,1.0197455707798737,0.9960946018616826,0.9106881110357232,,,0.9814764113115008,1.0241187235669442,,,0.9993614157739926,0.9800319496118729,,1.0181818995403344,1.2024540146507485,1.0682110521438752,1.0363567954370045,0.985650510003777,,1.0050009679684375,1.0118774109736786,,1.0560519864758002,1.088812947253695,,1.0351869570191,0.982868752145352,0.9373287713735718,1.013554239795661,1.0128311038038185,0.9875491132891326,1.1059004912052521,1.0077519677850284,,,,,0.9932393893389635,1.096059131460832,1.0,1.0661417452916084
2005-05-31,,1.0557060159693408,1.0133446164030677,0.9259950506200603,,,1.1519078979891135,,,,1.0854355549037338,1.0756654652545614,1.050029672390454,,1.1015748016714082,,,,,,1.068261383778144,,1.046875,,,1.0921242305978573,1.023993766572121,1.0354729789595607,1.0622926865586333,0.7558139534883721,1.077241803481343,,1.0864198381722903,0.9324933174498922,1.0346028251074184,0.9414182609612822,,1.0515249446657344,,,1.0123967154930413,0.6153846153846154,1.1036468249326707,,,,1.0819224491398858,0.9799454139222185,1.0074235842413022,0.9464646795328283,1.0179227658798824,,,,,1.019762846445765,,1.0496664260683237,,1.0060810913127036,1.0478359993007837,1.080432182764758,,1.1146973906262008,0.9958354196419343,,,,1.037005145266281,1.0401291472132277,1.1495176707875823,,,1.0197183313504072,1.0054347687122127,,,1.0932908004734125,1.0374897365371816,,1.030241912446548,0.9936224247752905,0.9552495947950982,1.0538878767332642,1.0529832297174193,,1.0598967917988988,1.0200681098962145,,1.1476922552120128,1.1032679938023386,,1.0303490129543411,0.9952732686964688,1.092436927355525,0.9824169668056162,1.0208418570981939,1.0597213397763834,1.0555443980283719,1.0434615061833308,,,,,1.0294952060418057,1.0194756720189107,1.0727590208262927,1.0472673814716293
2005-06-30,,1.0131915973223036,1.0330624923110172,1.1000670774404664,,,1.0395833651224773,,,,0.9175705294940715,1.0180275116659074,1.0544526963993086,,1.0496783888398153,,,,,,1.006280708600351,,1.1343283582089552,,,1.0535892108557567,1.1383220665683438,1.0774877480856115,1.0610687439692177,0.8205128205128205,1.0653845371881616,,1.0404656045004967,1.0438060295548712,0.9838031120374007,1.0818777153486476,,1.029224387609467,,,1.1034013397839604,0.800000011920929,0.9756521971329398,,,,1.053003592767095,1.051788961796947,1.0416125272874046,1.0956243119251392,1.0860045471536632,,,,,1.0391472968507307,,1.0815677786311757,,1.052384131295267,1.019927508313725,1.0105555057525635,,1.0041365006760534,1.0346863418077479,,,,1.0261409867787443,1.0698447409702052,1.0517482090663244,,,1.056353615263341,1.0428829021282024,,,1.1163062361268539,1.0734485823439743,,1.0494828189855252,1.0062901493522545,1.0958558503571931,0.9886753627104302,1.0074796427707118,,1.0325160886915719,0.9743875775099371,,1.0087128878428302,1.1139809827401224,,1.0212075814381667,1.0620362195839024,1.0622073790662807,1.04134114645938,1.0212170014554796,1.0432059842733912,1.0524331323530236,0.995208287328125,,,,,1.0743801878701662,1.092578928633492,1.0591427094161132,0.9938880776454979
2005-07-31,,1.0057866130061313,1.0496338997577817,0.979853483479018,,,0.9683366376204362,,,,1.0925363630610143,1.0125000215239002,1.0242066035097266,,1.0589036259040667,,,,,,1.0822253112472187,,0.9342105263157895,,,1.0191522005063338,1.0517928095111595,1.0401211000333606,1.0137345002589235,1.79375,1.146983005218207,,1.105487453060629,1.0064041589400723,1.00491765399738,0.9936091614605107,,1.0281810352374923,,,1.0081381464183379,0.9687499557621784,0.985739764384651,,,,1.0345157858239562,1.0316346696638927,1.0124843624006747,1.0426650921083287,1.0347120795626428,,,,,1.004475973204917,,1.0267711924466252,,1.1148691275237224,1.0337478073113044,1.0178670026913907,,1.1544799170038165,1.0252020333805045,,,,0.9822078652804676,0.9794819277022705,1.0199468093201174,,,1.0091526793608427,1.0497580718775157,,,0.9900523282584879,1.0574460189976949,,1.0023974467339627,1.019262602591612,1.0572180758697,1.020131896371317,1.0303711687502752,,1.0370495085070803,1.003047616141183,,1.0046513016087981,1.1740055434426357,,1.009229983456074,0.9963667619381478,1.029282065211745,1.028806550160959,1.049784415772988,1.0552220939207784,1.0516128529453719,1.0511110800283927,,,,,1.0294872186122797,1.078345703201201,0.9943647229625032,1.1608325955778247
2005-08-31,,0.9875944149593747,0.9607235031576723,0.9806853906119464,,,0.9364652377025354,,,,0.9298299438098654,1.0147462382519163,1.021008382315994,,1.0299034850938866,,,,,,1.044383159738148,,0.9977464272942341,,,1.0881085103081014,1.0164141557056334,1.034206715782977,1.0645160635353788,0.9233449477351916,0.9361510750491095,,0.9578313253012049,1.0354725524631911,0.9738297462463379,0.9813811482978337,,0.9740448504161038,,,1.1015165754097416,1.1612903275425304,1.0343579698326784,,,,0.9230769298757704,0.9611239583733043,0.9872585504761826,1.0069132950171853,1.02511048675477,,,,,0.9844040077410164,,0.9761526237899556,,0.9187177943843156,1.0326460083552356,1.0043208168664837,,0.954058845533431,0.9993042954536185,,,,0.9938246309911756,0.994075333532261,1.043546337681591,,,0.9530966217638215,0.9555629193082892,,,1.1634056148874463,1.0380622974390776,,0.9970767842883542,0.919899889259192,1.0038880246988289,1.006464802245778,0.9810043898170903,,1.0379993122910351,1.0311432074012372,,1.0383599412884783,0.8959956875050241,,0.9831380358878067,0.9410939074632596,0.988681586190632,1.054588228113511,1.0238984082613407,1.044937481169272,0.9423994348943201,0.9830866963907492,,,,,0.975591449073746,1.068288074858624,0.9912416240272865,0.953137693311409
2005-09-30,,0.9737848421862597,1.0677783872264484,1.0438373916195172,,,1.0123757209567075,,,,1.0136303775199687,0.9547144256276492,0.997942339792776,,1.0446456559373984,,,,,,1.0412964548137449,,1.0717109273527379,,,1.078142590492928,1.021739153613472,1.046446153810016,1.0654545697298916,0.9433962264150944,0.9630163079226609,,1.036478006614829,1.126307473963246,1.0019663423378604,1.006209097119835,,1.0349605498823917,,,1.0499666902286142,1.0833333885228207,1.3496503624754486,,,,1.0015060585607733,0.9921238294160758,1.004579462985288,0.991649693631884,1.0213599878240662,,,,,1.0516785711073737,,0.9814331730290721,,1.1034267866866345,0.9693843560847978,0.9817155321545057,,1.0495559328442055,1.1046646160492608,,,0.9880050899173385,1.0045567971352565,0.9787143666226166,1.0644677158132545,,,1.0119630901579562,0.9679641652367027,,,1.0059090527621182,1.0313333511352538,,1.0461087292411895,0.9251701059817633,0.9970565076309307,0.969235975329303,0.9810817167071513,,1.0115769660415233,0.9745855810979858,,1.1070063435430229,0.9763396973591264,,1.0395347888177033,0.8551416150962412,1.005259962414845,1.0499777263212582,0.998905883057548,1.0772999461851525,1.0180832180042683,1.007168486224875,,,,,1.0191473075072701,1.1097490049422563,1.0192308130787413,1.1047456713878439
2005-10-31,,0.98336131657472,0.9561712431982844,0.9671332956894154,,,0.9607072037154034,,,,0.9504754984222619,0.9309734243207273,0.9030928248590848,,0.936640795281176,,,,,,0.9584966732443883,,1.0537408051825217,,,0.9558824191464973,0.9063829274101407,0.8903833135853697,0.931456124757523,0.84,0.9197008097622769,,0.8677184305335771,0.8832134010927022,0.9419974189321056,0.9077819143872619,,0.9371781815656068,,,0.9255499037934616,1.0256410005608338,0.9559585900270741,,,,0.9117794405225619,0.95156083841626,0.9158724057231843,0.9736152536739638,0.9113584223606258,,,,,0.9451219933517815,,0.9581812692788291,,0.9220779654372471,0.9079986791954092,0.9706929693750651,,0.9478841854551121,0.9046219065889601,,,0.9763577964219494,0.975257780660718,0.938669014555563,1.0096244099083989,,,0.9296076662908681,0.916725974347994,,,0.9209218225772685,0.9647705192704163,,0.9268790081048467,0.9558823261293993,0.977159707788028,0.8841995226372744,0.947368343621823,,0.9693783256252041,0.9863945703275363,,0.9234751350302259,1.0132559943212525,,0.9784676543845712,0.9797838998637333,0.9202831047665632,0.9413514225310475,0.9952537727760691,1.0025264898811257,0.8383658710752914,0.9270462236092697,,,,,0.947645379915962,0.8911098926108887,0.9347271470267149,0.8854488644762053
